Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery			
1090,France,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018.",,87,35.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Lalaudey			
1091,France,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018.",,87,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Mancèdre			
1092,France,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016.",,87,20.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures			
1096,Italy,"A blend of 60% Vermentino and 40% Viognier, this presents a delicate fragrance of honeysuckle and stone fruit. The bright palate offers creamy white peach and tangerine, with a candied ginger note on the close.",Borgeri,87,24.0,Tuscany,Bolgheri,,White Blend,Giorgio Meletti Cavallari			
1101,France,"This concentrated, structured wine has an earthy quality, typical of some Listracs, along with a more juicy, fruity character that's boosted by acidity. Balanced, it will age over the medium-term. Drink from 2017.",,87,27.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Vieux Moulin			
1108,Italy,"This Sangiovese features aromas of blue flower, dark berry and a balsamic note. The extracted palate delivers dried black cherry, ground pepper and espresso alongside bracing tannins that leave a drying, astringent finish.",,87,23.0,Tuscany,Maremma Toscana,,Sangiovese,Perazzeta			
1110,Spain,"Charred, earthy black-fruit aromas are smoky and power-packed. This feels full yet balanced, with freshness and strong tannins. Ripe berry, prune and oak-spice flavors finish with a note of vanilla and length. For a Crianza from a tough vintage, this is commendable.",Crianza,90,15.0,Northern Spain,Rioja,,Tempranillo,Palacio del Burgo			
1112,Spain,"Widely available Rioja Crianzas don't come much better than this. An opening of raspberry and strawberry aromas backed by direct cherry, raspberry and red-plum flavors render this all about fruit and freshness.",Crianza,90,20.0,Northern Spain,Rioja,,Tempranillo Blend,Rioja Vega			
1115,Italy,"Fragrant and fresh, this Grillo opens with alluring scents of acacia flower, beeswax and white stone fruit. The succulent palate offers creamy white peach, juicy nectarine, almond and mineral framed in tangy acidity. A note of chopped herb closes the lingering finish.",Aquilae Bio,90,,Sicily & Sardinia,Terre Siciliane,,Grillo,CVA Canicattì			
1116,France,"Full of yellow fruits, ripe apples and soft acidity, this is a rich wine with hints of spice and also attractive, perfumed acidity. It has a tangy, zesty character that is attractive and refreshing. Drink from 2017.",,90,,Burgundy,Marsannay,,Chardonnay,Domaine Collotte			
1117,France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,90,56.0,Burgundy,Mercurey,,Pinot Noir,Domaine Faiveley			
1118,France,"With intense acidity, this wine has both good structure and red currant and raspberry fruits. It is bright, fresh and almost crisp in character. In the background, the tannins show the dense texture of the wine. It will need to age, so don't drink before 2019.",Champ Salomon,90,,Burgundy,Marsannay,,Pinot Noir,Domaine René Bouvier			
1124,France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills—but bags of forthright appeal.",Les Terres Rouges,90,35.0,Alsace,Alsace,,Pinot Noir,Boeckel			
1126,France,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Les Teurons Premier Cru,90,70.0,Burgundy,Beaune,,Pinot Noir,Nicolas Potel			
1134,France,"Very subtle hints of ripe, red apple hover above the glass. They become more apparent and richer on the slightly spiced palate that also shows hints of pepper and saffron. There is concentration on the palate and ample definition and structure provided by clean, brisk freshness.",,90,15.0,Alsace,Alsace,,Pinot Blanc,Jean-Marc Bernhard			
1135,France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,90,45.0,Alsace,Alsace,,Pinot Auxerrois,Josmeyer			
1136,France,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,90,21.0,Alsace,Alsace,,Pinot Blanc,Josmeyer			
1140,Italy,"Underbrush, pipe tobacco, blue-flower, berry and star anise aromas unfold in the glass. The firm, elegant palate offers dried cherry, clove, mint and orange peel alongside fine-grained tannins. Drink 2018–2025.",dei Togati,90,,Tuscany,Brunello di Montalcino,,Sangiovese,La Togata			
1141,Italy,"This wine opens with aromas of baked plum, leather, underbrush, grilled herb and a toasted note. The ripe, chewy palate offers raspberry jam, fleshy black cherry, licorice and a hint of vanilla alongside solid tannins. Drink through 2020.",,90,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Le Macioche			
1148,Italy,"Aromas of charred earth, toast, ground pepper, mature black-skinned fruit and espresso lead the nose. The big, ripe palate presents licorice, fleshy black cherry, clove and tobacco alongside a tannic backbone.",Riserva,90,85.0,Tuscany,Brunello di Montalcino,,Sangiovese,Poggio Nardone			
1152,France,"A ripe and rich wine, this is full of jammy red fruits. The structure is well integrated into the fruits, giving a smooth, ripe wine that's developing attractively. With a juicy, fresh aftertaste, it is ready to drink, although it will be better from 2017.",,90,35.0,Loire Valley,Sancerre,,Pinot Noir,Roger et Didier Raimbault			
1153,Italy,"Aromas of menthol, toast, espresso and mature black-skinned fruit come together on this accessible, full-bodied red. The ripe, chewy palate offers cherries marinated in spirits, blackberry jam, vanilla and a confectionary note alongside velvety tannins. You'll also note the warmth of alcohol on the midpalate.",,90,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,San Polo			
1160,Italy,"Wild cherry, rose, spice and chopped sage aromas come together on this round, savory wine. The juicy palate offers fleshy black cherry, raspberry, star anise and a coffee note set in a framework of polished tannins. Drink through 2018.",Riserva,90,22.0,Tuscany,Chianti Classico,,Sangiovese,Luiano			
1161,Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.",,90,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane			
1162,Spain,"Black fruits, fine herbs and horsehide carry the aromas of this offering. In the mouth, this is firm and well built, with integrated tannins. Savory flavors of soy sauce and roast plum share space with bolder, riper cherry notes, while a warm, earthy finish tastes of roasted plum and berry. Drink through 2021.",Valcortes Crianza,90,30.0,Northern Spain,Rioja,,Tempranillo,Maset del Lleó			
1163,Italy,"Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.",Riserva,90,30.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto			
1164,Italy,"Luminous and fresh, this opens with aromas of red berry, violet, chopped herb and a whiff of baking spice. The vibrant, linear palate offers red cherry, strawberry, white pepper and star anise alongside racy acidity and polished tannins. Enjoy through 2018.",,90,18.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia			
1165,Italy,"Pressed violet, perfumed berry and a hint of baking spice aromas unfold on this sleek, savory red. The medium-bodied palate delivers ripe black cherry, crushed raspberry, cinnamon, clove and star anise alongside firm, polished tannins. Drink through 2021.",Il Palei,90,22.0,Tuscany,Chianti Classico,,Sangiovese,Villa a Sesta			
1168,France,"There is a toasty aroma in this wine that comes from a premier cru next door to Chassagne-Montrachet. This toastiness continues into a spicy, toasty note. A good sense of fruitiness gives the wine a ripe and rich character that will allow it to mature well. Drink from 2017.",Pitangerets Premier Cru,90,43.0,Burgundy,Saint-Aubin,,Chardonnay,Au Pied du Mont Chauve			
1172,France,This premium cuvée from Eugénie is packed both with superripe fruit and layers of wood aging flavors. The fruit of this impressive wine is still pushing through the dark tannins that give a dry dusty edge to the wine. It is powerful and rich and should age. Drink from 2020.,Haute Collection,93,40.0,Southwest France,Cahors,,Malbec,Château Eugénie			
1173,France,"Vines up to 50-years-old are the basis of this rich and tannic wine. While it does have some age, it still has a way to go. Big bold tannins show strongly along with ripe black-plum skins. The wood aging has given this wine a smooth elegant edge that contrasts with the still young fruitiness. Drink from 2021.",Vieilles Vignes,93,20.0,Southwest France,Madiran,,Tannat-Cabernet,Château Peyros			
1189,Spain,"Aromas of roasted earth, leather and fine oak are more out-front than berry fruit, and that's the way it should be for a Gran Reserva. This feels bold, lively and still a touch bumpy. Chocolaty oak and vanilla notes rest comfortably on top of ripe berry and black-plum flavors, while the finish is persistently earthy and chocolaty. Drink through 2028.",Monte Real Gran Reserva,93,37.0,Northern Spain,Rioja,,Tempranillo,Bodegas Riojanas			
1190,Spain,A ripe fruity set of berry and cassis aromas shows a slight hint of raisin. This is a stacked saturated wine with raw tannins and plenty of power. Blackberry and earthy notes finish stout and compact: this doesn't vary or waver on the back end. Best from 2019–2026.,Imperial Reserva,93,44.0,Northern Spain,Rioja,,Tempranillo Blend,CVNE			
1191,Spain,"A more intense version of Carraovejas's Reserva from 2012, this also includes more than 20% Cabernet Sauvignon and Merlot. Thus it's spicy and prickly on the nose, with road tar and peppery notes in addition to potent berry fruit. A rich saturated rumbling palate deals coffee, toast, blackberry and herbal flavors that are much like the Reserva but more amplified. A charred finish has a lemony ring to it. Drink from 2020 through 2030.",El Anejón,93,136.0,Northern Spain,Ribera del Duero,,Red Blend,Pago de Carraovejas			
1192,France,"Dominated by the local Mourvèdre grapes, this is a ripe and complex wine. Its acidity is integrated with rich yellow fruits, spice and perfume. The wine is floral, poised and very stylish. Drink from late 2017.",Château Romassan,93,52.0,Provence,Bandol,,Rosé,Domaines Ott			
1194,Italy,"Forest floor, leather, tilled soil, ripe berry and balsam are some of the aromas you'll find in this delicious red. The smooth, dense palate delivers blackberry jam, espresso, licorice and ground pepper flavors, blanketed with soft, silky tannins. Tobacco and graphite notes linger on the finish. Drink through 2020.",,93,80.0,Southern Italy,Irpinia,,Aglianico,Feudi di San Gregorio			
1203,Italy,"Mature black fruit, toast and spice aromas lead the nose. The firm palate is still tightly wound, offering baked black cherry, licorice and espresso balanced by youthfully assertive, taut tannins. Drink after 2019.",del Comune di Serralunga d'Alba,90,,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo			
1204,Italy,"Crushed rose, pressed violet, perfumed berry, sage and a balsamic note are just some of the aromas you'll find on this full-bodied red. The firm palate offers dried black cherry, black pepper and licorice alongside tightly knit tannins and the subtle warmth of alcohol. Give it a few more years to come together. Drink 2018–2016.",,90,44.0,Piedmont,Barbaresco,,Nebbiolo,Cantina del Pino			
1206,Portugal,"Produced from vines grown in a boulder and fossil strewn vineyard, this is a rich smoky wine. It has a deep color from the Alicante Bouschet in the blend, with firm tannins and dark juicy plum skin flavors. It's going to be a ripe rich wine as it develops. Drink from 2017.",Stones & Bones,90,13.0,Lisboa,,,Portuguese Red,Casa Santos Lima			
1208,Italy,"This opens with earthy aromas of scorched earth, ripe berry, leather and a funky whiff of game. The full-bodied palate offers mature black cherry, black raspberry, truffle, grilled sage, ground pepper and a hint of tobacco alongside youthfully assertive, solid tannins. Drink after 2018.",Olo,90,,Piedmont,Barolo,,Nebbiolo,Clavesana			
1211,France,"Situated in the center of the premier crus of Puligny, Champgains produces an elegant, textured wine. This bottling, with the warmth of 2013 behind it, is fragrant with white fruits and has a soft aftertaste. It needs to age to bring it out its more complex character, so wait until 2018.",Les Champgains Premier Cru,90,141.0,Burgundy,Puligny-Montrachet,,Chardonnay,Jean-Luc and Paul Aegerter			
1212,France,"With its appealing toast and fruit aromas, this is a rich wine. It does keep plenty of steely texture while allowing the yellow fruits, ripe pear and toast to shine. In style it hovers halfway between the ripe, buttery Meursault of the past and the crisper style of today, a fine compromise and ready to drink now.",,90,74.0,Burgundy,Meursault,,Chardonnay,Jean-Luc and Paul Aegerter			
1214,Italy,"Aromas of pressed rose, dried berry, leather, chopped herb, cinnamon and a balsamic note emerge in the glass. The subtle palate delivers dried black cherry, black raspberry, licorice and a hint of tobacco alongside firm, ripe tannins. Enjoy sooner rather than later to capture the remaining fruit richness.",Rocche Rivera,90,102.0,Piedmont,Barolo,,Nebbiolo,Luigi Oddero & Figli			
1215,Italy,"Aromas of mature black plum, espresso, wild rose and spice emerge on this full-bodied red. The firm palate offers dried black cherry, menthol, mint, white pepper, well-integrated oak and licorice alongside fine-grained tannins.",Serragrilli,90,80.0,Piedmont,Barbaresco,,Nebbiolo,Marchesi di Barolo			
1216,Italy,"Pressed rose petal, red berry, chopped herb and a whiff of exotic spice come together on this elegantly structured red. The medium-bodied palate offers juicy wild cherry, crushed raspberry, ground pepper and anise alongside firm, polished tannins. Drink 2017–2023.",Treasurì,90,35.0,Piedmont,Barolo,,Nebbiolo,Mauro Sebaste			
1217,Italy,"The nose is initially rather closed but eventually reveals dark berry, blue flower and brown baking spice. The ripe palate offers mature black cherry, coffee, cocoa, star anise and chopped sage alongside tightly packed tannins. Give this another two or three years to let the tannins unfurl, then enjoy.",Arborina,90,55.0,Piedmont,Barolo,,Nebbiolo,Mauro Veglio			
1218,Italy,"Rose, red berry, baked earth, forest floor and grilled herb aromas lead the nose while the firm palate offers dried black cherry, cake spice and anise. Firm, fine-grained tannins provide the backbone. Drink 2018–2026.",Borzoni,90,50.0,Piedmont,Barolo,,Nebbiolo,Montaribaldi			
1222,France,"This pale-colored rosé is made from Chardonnay with the addition of Pinot Noir still wine to give the color. It is fresh and crisp, offering a lively mousse with attractive flavors of raspberry and fresh red currants. With its refreshing acidity, it is ready to drink.",Rosé des Blancs Brut Premier Cru,90,65.0,Champagne,Champagne,,Champagne Blend,Pierre Gimonnet et Fils			
1223,Italy,"Aromas of dark berry, tilled soil, underbrush and espresso lead the nose while the taut palate offers sour cherry, sage, white pepper and star anise. It's still tightly wound and nervous, with bracing tannins. Drink 2019–2029.",Monvigliero,90,70.0,Piedmont,Barolo,,Nebbiolo,Pietro Rinaldi			
1224,Italy,"Aromas of oak extract, toast, red berry and espresso wrap around this structured wine. The firm palate offers up sour cherry, ground pepper and licorice alongside assertive, fine-grained tannins. Drink 2018–2028.",,90,60.0,Piedmont,Barolo,,Nebbiolo,Pio Cesare			
1230,France,"Still young, the wine is very mineral, smoky and tight, with considerable structure and concentration. The apple and citrus fruits are attractive, although almost a sideshow compared with the texture of the wine. Drink from 2017.",Wineck-Schlossberg Grand Cru,92,34.0,Alsace,Alsace,,Riesling,Jean-Marc Bernhard			
1234,Portugal,"This is a finely perfumed wine, full of ripe Castelão grapes. It has a smooth, polished feeling from the wood aging, yet still allows plenty of room for a dense black-fruit character. It will need to age and will be best after 2016.",Pegos Claros Reserva,92,17.0,Palmela,,,Castelão,Wines & Winemakers			
1235,France,"Soft and rich, this warm, rounded wine has concentrated fruitiness along with a more tense mineral structure. Its pink grapefruit, ripe melon and zesty lemon flavors combine to give a wine that is only just setting out. Drink from 2018.",Praelatenberg Grand Cru,92,25.0,Alsace,Alsace,,Riesling,Domaine Allimant-Laugner			
1236,France,"A truly aromatic Riesling that has a wonderful series of fruit and spice perfumes. It's ripe and full in the mouth, offering a strongly mineral edge as well as rich apple and citrus. Textured and still very tangy, the complex wine needs to age, so drink from 2017.",Eichberg Grand Cru,92,30.0,Alsace,Alsace,,Riesling,Domaine Charles Baur			
1237,France,"Fronholz is from a single vineyard, a heady, perfumed wine with ripe, smooth undertones. While there is plenty of acidity, it's the opulent, ripe texture that comes right up front. A light touch of honey and melon roundness give a creamy aftertaste. Drink now, but better from 2017.",Fronholz,92,47.0,Alsace,Alsace,,Riesling,Domaine Ostertag			
1238,France,"This is still young, a tight wine with nervy acidity and very fresh fruitiness. A strongly mineral character from the chalk soil adds to the sense of dry, steeliness. It still needs to age, so drink from 2017.",Engelberg Grand Cru,92,49.0,Alsace,Alsace,,Riesling,Domaine Pfister			
1239,France,"This concentrated wine has weight and richness while also showing a firm, very mineral and tight texture. The green fruits, aromatic red currants and tangy zest are partnered by young and exuberant freshness. It needs a few years to show its paces, so drink from 2018.",,92,26.0,Alsace,Alsace,,Riesling,Domaine Zind-Humbrecht			
1240,Portugal,"Aged for 14 months in oak, this is a rich, concentrated and dense yet smooth wine. Licorice and cassis combine, with some bitterness on the firm palate. Give it time for the tannins to mellow and harmonize a bit further	 drink after 2016.",Reserva,92,53.0,Alentejano,,,Portuguese Red,Herdade Paço do Conde		
1241,France,"Rich while also structured, this is beginning to be delicious. Acidity comes from the black currant fruits while the structure shows dense tannins and wood-aging flavors. The wine is still young and prepared for a long haul, so don't drink before 2018.",,92,65.0,Bordeaux,Lalande de Pomerol,,Bordeaux-style Red Blend,Château des Annereaux			
1242,France,"This is the second wine of Château Labégorce. It has much of the elegance of the top wine with firm tannins and generous fruits kept in stylish proportion. Black currant and berry fruits lie under the dark, dry exterior. The wine is dense, needing several years' aging. Drink from 2018.",Zédé de Labégorce,92,40.0,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Labégorce Margaux			
1243,Italy,"This single-vineyard offering opens with aromas of blue flower, tilled soil, ripe berry, balsamic notes and a hint of leather. The palate is still young and needs time to develop fully but already delivers layers of dark cherry, licorice, grilled herb and black pepper alongside brooding tannins. Drink 2016–2026.",Basarin,92,34.0,Piedmont,Barbaresco,,Nebbiolo,Adriano Marco & Vittorio			
1244,Italy,"Lovely fragrances suggest wild berry, red flower, moist earth and sweet baking spices. The palate delivers juicy black cherry layered with notes of white pepper, cinnamon and licorice supported by a tight framework of youthfully feisty tannins that need time to tame. Drink 2016–2024.",Ronchi,92,55.0,Piedmont,Barbaresco,,Nebbiolo,Albino Rocca			
1248,Portugal,"In the ownership of the Cálem family since the 19th century, Sagrado produces firmly structured wines. This dark and dense example is only just ready to drink. It is a powerful and juicy wine, full of opulent black fruits that are balanced by acidity.",Reserva,92,25.0,Douro,,,Portuguese Red,Quinta do Sagrado			
1253,Portugal,"A fine,  wood-aged wine from the Dão's star white grape, it gives yellow fruit tones of apricot and peach, with toast and lees flavors providing a rich, full-bodied structure. The acidity cuts right through the palate, bringing out a lively, fresh aftertaste. Drink now, but the wine will be better in 2015.",Reserva,92,35.0,Dão,,,Encruzado,Druida			
1257,Portugal,"A fine blend of the classic Douro grapes gives a complex and dark wine that's firm in tannin but also offers ample fruity richness. The wood aging has started the process of smoothing the tannins, working towards a ripe, full-bodied wine. Drink from 2016.",Terra a Terra Reserva,92,25.0,Douro,,,Portuguese Red,Quanta Terra			
1258,Italy,"From one of the most celebrated vineyards in Barbaresco, this structured wine offers aromas of mature black fruit accented with whiffs of balsamic herbs and new leather. The palate delivers crushed black cherry and rasberry layered with notes of black pepper, licorice and menthol alongside assertive tannins. It needs time to unfold and develop. Drink 2016–2026.",Albesani Santo Stefano,92,65.0,Piedmont,Barbaresco,,Nebbiolo,Castello di Neive			
1259,France,"This starts out smooth and rounded and then begins to develop a drier, firmer character. Putting the flattering richness and the structure together and the wine is both rich and solid, with black currant fruits vying with a dry core. It still needs time	 drink from 2017.",,92,65.0,Bordeaux,Lalande de Pomerol,,Bordeaux-style Red Blend,Château des Annereaux		
1260,Portugal,"This warm, ripe wine is open and ready to drink. With its bold red fruit and generous, well-integrated tannins, it's made for barbecues. Drink now.",Reserva,85,15.0,Tejo,,,Touriga Nacional-Cabernet Sauvignon,Falua			
1263,France,"Like the hyperexpensive Cuvée à Tempo, Pegau's 2015 Cuvée Reservée has a slightly bitter edge to the finish. Otherwise, it shows subtle pineapple, anise and white gumdrop notes and medium body.",Cuvée Réservée,85,63.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Domaine du Pegau			
1267,France,"This is a crisp, lightly perfumed wine with attractive apple acidity and touches of grapefruit. The texture is soft, with a bright aftertaste. Drink now.",,85,,Burgundy,Mâcon-Villages,,Chardonnay,Blason de Bourgogne			
1269,France,"This range of wines comes from different regions of the southwest. The white comes from Gascony and is typical local blend. It is crisp and fruity with a soft texture from the ripe Colombard. There is a light dancing character to this lively, fruity wine. Drink now.",Gouleyant,85,11.0,Southwest France,Côtes de Gascogne,,Colombard-Sauvignon Blanc,Georges Vigouroux			
1270,France,This is an easygoing fruity wine. It has soft tannins and bright juicy red fruits. The structure is just right to give the wine its shape along with the acidity and generous aftertaste. Drink now.,Le Temps des Vendanges,85,9.0,Southwest France,,,Malbec-Merlot,Georges Vigouroux			
1271,France,"This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now.",Les Comtes de Cahors,85,12.0,Southwest France,Cahors,,Malbec,Georges Vigouroux			
1274,Portugal,"A soft and ripe wine with spicy red fruit flavors cushioned by a smooth texture, this has well-embedded tannins and can be drunk young.",Tinto,85,15.0,Tejo,,,Portuguese Red,Quinta do Casal Branco			
1275,Portugal,"Soft and smooth, this is a ripe and creamy wine. It has light acidity, pineapple and apricot flavors and a rounded aftertaste. Drink now.",Arinto-Fernão Pires,85,15.0,Tejo,,,Portuguese White,Quinta do Casal Monteiro			
1277,Spain,"Pine notes and an aroma akin to floor polish make for an iffy start. This carries a slight chemical flavor as it moves along, while honey and brown-sugar notes sweeten things up. A chunky, obtuse finish feels sticky due to mild acidity.",Vendimia Tardia Single Vineyard,85,30.0,Northern Spain,Navarra,,Moscatel,Ochoa			
1280,France,"Round and pillowy in feel, this is a simple wine, offering modest melon and pineapple fruit. Drink it over the next few months.",Nobles Rives,85,13.0,Rhône Valley,Collines Rhôdaniennes,,Marsanne,Cave de Tain			
1282,France,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm.",Diamant Rouge,85,17.0,Southwest France,Cahors,,Malbec,Château Armandière			
1283,Portugal,"Made to be drunk young, this wine gives a burst of ripe red fruit. The tannins are soft and open, balanced with acidity. The aftertaste is smooth and generous. Drink now.",Versátil Tinto,85,10.0,Alentejano,,,Portuguese Red,Casa Santa Vitória			
1284,Portugal,"Named for the Servite convent in the town of Borba, this fresh, crisp and tangy wine is citric, with almond and apple overtones. It's young, fruity and made for immediate consumption.",Convento da Vila Branco,85,7.0,Alentejano,,,Portuguese White,Adega Cooperativa de Borba			
1285,Portugal,"A typical Douro blend of Touriga Nacional, Tinta Roriz and Tinta Barroca, this wine is all about bright, crisp fruit. Black and red currant flavors come with tight acidity and a juicy character. Tightly wound now, it needs a few more months to calm down. Drink from 2018.",Caldas,85,14.0,Douro,,,Portuguese Red,Alves de Sousa			
1286,Italy,"A blend of Chardonnay, Garganega and Sauvignon, this has aromas of peach and golden apple. The simple palate offers pineapple and banana alongside bright acidity. Enjoy soon.",Bianco,85,10.0,Veneto,Veronese,,White Blend,Amatore			
1287,France,"An intriguing blend of grapes with both Bordeaux and Gaillac origins has produced a wine that has a softly herbal character as well as richer white stone fruits and an attractive perfume. It is a pretty wine, ready to drink and very fruity.",Le Temps des Vendanges Sauvignon Blanc-Loin de l'Oeil,85,9.0,Southwest France,,,White Blend,Georges Vigouroux			
1288,Portugal,"According to legend, the Baron of Figuiera got his foot stuck in the stirrup while riding one day. He promised that where his horse stopped, he would build a chapel, and that's where this 2,100 foot high, cool-climate vineyard is today. The wine is crisp and fresh, with attractive citrus notes and plenty of refreshing acidity. Drink now.",Barão de Figueira Branco,85,10.0,Beira Interior,,,Siria,Companhia das Quintas			
1291,France,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018.",,87,35.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Lalaudey			
1292,France,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018.",,87,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Mancèdre			
1293,France,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016.",,87,20.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures			
1298,Italy,"Aromas of underbrush, menthol and a whiff of cellar floor carry over to the palate, along with dried cherry and licorice. Astringent tannins provide support.",Gualto Riserva,87,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Camigliano			
1300,Italy,"Aromas of dark berry, clove, bell pepper and cedar take shape in the glass. The tightly wound palate delivers dried black cherry, espresso, oak and a green note of dried sage alongside astringent tannins. While the tannins need time, the fruit is already starting to dry up.",Noi 4,87,42.0,Tuscany,Bolgheri,,Red Blend,Tenuta Sette Cieli			
1302,Spain,"Briary plum and cherry cough-drop aromas give way to a crisp, fairly full palate with chewy tannins. Plum and peppery spice flavors are kept simple, while this finishes with some dark-berry character and a touch of bitterness.",Cuvée,87,15.0,Levante,Jumilla,,Monastrell,Finca Hispana			
1308,Italy,"A blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot, this robust wine opens with aromas of leafy underbrush, mature plum, toast and roasted coffee bean. The palate offers prune, dried cherry, black pepper, graphite and espresso alongside dusty tannins, with the heat of alcohol on the midpalate.",,87,75.0,Tuscany,Bolgheri Superiore,,Red Blend,Donne Fittipaldi			
1309,Spain,"Neutral on the nose except for a whiff of apple, this is a wine to drink now. A round, pulpy palate is balanced by citric acidity, while waxy flavors of baked apple and peach finish briny and round, with a hint of green banana.",Joven,87,10.0,Catalonia,Terra Alta,,Garnacha Blanca,Finca Hispana			
1311,Italy,"A blend of 50% Cabernet Sauvignon, 30% Merlot, 15% Cabernet Franc and 5% Petit Verdot, this conveys aromas of vanilla, oak, red currant and cedar. The hearty palate displays mature plum, dried cherry, espresso and bell pepper alongside drying tannins. It finishes with the heat of alcohol.",Sorugo,87,40.0,Tuscany,Bolgheri Superiore,,Red Blend,Aia Vecchia			
1312,France,"Ripe and fruity, this is packed with black currant juiciness supported by a strong tannic element. Vineyards close to the Gironde estuary give this property a fine location. The smokiness of the wood combines with bright acidity at the end.",,87,30.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château du Cartillon			
1313,France,"Firm and dense, this is a wine with a good future. Its blackberry fruits, smoky dry tannins and touches of wood aging are joined with acidity to bring out a structured character. Drink from 2016.",,87,,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Grand Billard			
1314,France,"This smoky wine has firm tannins and a tough core. The juicy fruit is taking its time develop, although it will provide density and ripe berry fruits in time. The vineyard, created in the early 1980s, is now at peak maturity. Drink from 2017.",,87,40.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Laffitte Carcasset			
1315,France,"Ripe and perfumed, this is packed with the richness of 2010 along with its structure. It has weight, juicy black and red berry fruits and a tense structure that still needs time. Acidity at the end provides a fresh lift to the essentially firm wine.",,87,13.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Maine d'Arman			
1316,France,"While the wood aging of this wine still shows, it's already balancing out with the ripe black fruits and rich structure. An attractive smoky character is followed by juicy berry flavors and acidity. This is a wine to age, so wait until 2017.",,87,19.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Noaillac			
